BookingID,Booking Date,Customer,Region,Product,Deal Type,Sales Rep,Amount (Local),Currency
BK10252,03/03/2025,Customer 026,central,AnalyticsAddon,Services,Wei Chen,103852.74,USD
BK10056,2024-03-23 00:00:00,Customer 030,west ,AnalyticsAddon,Renewal,Maria Garcia,14368.51,EUR
BK10394,2025-05-02 00:00:00,Customer 109,Central,AnalyticsAddon,Support,Luis Ortega,20275.74,USD
BK10006,2024-04-13 00:00:00,Customer 059,south,SecuritySuite,Renewal,Anna Kowalski,68522.03,USD
BK10001,2024-03-30 00:00:00,Customer 004,South,AnalyticsAddon,Renewal,Priya Sharma,92447.89,USD
BK10120,2025-01-14,Customer 057,West,SecuritySuite,New License,Sara Cohen,176624.21,USD
BK10169,2024-01-06,Customer 033,East ,AnalyticsAddon,Services,John Smith,22680.07,USD
BK10246,04/05/2025,Customer 069,Central ,AnalyticsAddon,New License,Wei Chen,50517.7,GBP
BK10106,06/27/2025,Customer 022,South,CorePlatform,Services,Priya Sharma,112688.74,USD
BK10294,2025-03-30 00:00:00,Customer 011,south,CorePlatform,Renewal,Priya Sharma,54699.91,USD
BK10313,2024-06-04 00:00:00,Customer 111,South,CorePlatform,New License,Anna Kowalski,27782.33,USD
BK10020,05/12/2025,Customer 093,West,DataConnect,Renewal,Maria Garcia,141877.64,INR
BK10082,04/11/2024,Customer 034,West,CorePlatform,Renewal,Maria Garcia,45456.14,EUR
BK10151,2025-01-12,Customer 083,Central,DataConnect,Services,Wei Chen,105718.31,BRL
BK10209,2024-08-21 00:00:00,Customer 022,EAST,AnalyticsAddon,Renewal,Tom Becker,8587.98,BRL
BK10345,01/31/2024,Customer 023,SOUTH,AnalyticsAddon,Renewal,Anna Kowalski,51671.77,EUR
BK10103,2025-01-24,Customer 112,Central ,CorePlatform,New License,Luis Ortega,44554.33,GBP
BK10267,2025-01-24 00:00:00,Customer 103,East ,CorePlatform,New License,Tom Becker,50431.05,USD
BK10134,03/09/2025,Customer 077,east,SecuritySuite,New License,Tom Becker,105291.58,USD
BK10381,2025-03-29 00:00:00,Customer 094,central,CorePlatform,Renewal,Luis Ortega,81183.84,CAD
BK10101,2025-05-29 00:00:00,Customer 112,central,CorePlatform,Services,Wei Chen,5716.52,USD
BK10254,2024-06-22 00:00:00,Customer 024,West,CorePlatform,New License,Sara Cohen,151515.12,USD
BK10054,05/31/2025,Customer 115,South,DataConnect,Services,Anna Kowalski,48876.9,USD
BK10058,01/24/2025,Customer 046,SOUTH,DataConnect,Services,Priya Sharma,98265.04,INR
BK10144,11/16/2024,Customer 091,south,DataConnect,Support,Anna Kowalski,23385.69,USD
BK10060,2025-02-18 00:00:00,Customer 118,West,CorePlatform,Services,Sara Cohen,107765.02,GBP
BK10261,2024-03-25,Customer 083,SOUTH,CorePlatform,New License,Anna Kowalski,43668.67,CAD
BK10053,2024-05-04,Customer 103,SOUTH,SecuritySuite,Services,Priya Sharma,111439.46,GBP
BK10214,2024-10-22 00:00:00,Customer 041,west ,SecuritySuite,Support,Sara Cohen,53938.72,EUR
BK10070,03/29/2024,Customer 032,central,DataConnect,Support,Luis Ortega,8079.9,CAD
BK10138,2025-03-05 00:00:00,Customer 021,SOUTH,SecuritySuite,Support,Anna Kowalski,140499.9,EUR
BK10353,2024-02-08,Customer 030,East ,CorePlatform,Services,John Smith,3120.98,CAD
BK10051,03/15/2024,Customer 114,south,AnalyticsAddon,Services,Anna Kowalski,90504.76,USD
BK10215,2025-01-23 00:00:00,Customer 099,South,SecuritySuite,New License,Anna Kowalski,53910.57,GBP
BK10154,01/07/2025,Customer 050,central,SecuritySuite,New License,Luis Ortega,142693.17,GBP
BK10004,12/18/2024,Customer 094,central,CorePlatform,Services,Wei Chen,16947.64,USD
BK10105,01/30/2024,Customer 102,East,SecuritySuite,Support,Tom Becker,69346.87,USD
BK10078,2024-10-26 00:00:00,Customer 014,West,SecuritySuite,Services,Sara Cohen,87732.41,USD
BK10242,2025-06-17 00:00:00,Customer 039,west ,CorePlatform,Renewal,Sara Cohen,113800.79,EUR
BK10129,11/28/2024,Customer 059,south,DataConnect,New License,Anna Kowalski,143378.01,USD
BK10280,2025-03-04,Customer 090,East,CorePlatform,Renewal,Tom Becker,119395.49,USD
BK10332,2024-09-08 00:00:00,Customer 120,west ,CorePlatform,Renewal,Maria Garcia,98853.5,GBP
BK10194,2024-04-05 00:00:00,Customer 022,West,SecuritySuite,New License,Maria Garcia,149066.82,USD
BK10227,2024-03-04,Customer 040,East ,DataConnect,Support,Tom Becker,125181.4,GBP
BK10213,2024-09-27 00:00:00,Customer 032,SOUTH,SecuritySuite,Renewal,Priya Sharma,169642.94,BRL
BK10059,2024-08-13 00:00:00,Customer 035,SOUTH,DataConnect,New License,Priya Sharma,71827.72,GBP
BK10322,2025-04-09,Customer 086,East ,CorePlatform,New License,Tom Becker,128298.41,GBP
BK10010,2024-09-26 00:00:00,Customer 047,South,AnalyticsAddon,Services,Anna Kowalski,19090.97,USD
BK10055,10/10/2024,Customer 036,SOUTH,CorePlatform,Support,Priya Sharma,44505.36,USD
BK10395,2024-09-21,Customer 084,West,AnalyticsAddon,Support,Sara Cohen,42529.04,CAD
BK10304,2025-01-01 00:00:00,Customer 028,EAST,AnalyticsAddon,Services,Tom Becker,50531.02,INR
BK10024,2024-04-10,Customer 012,East ,AnalyticsAddon,Services,John Smith,88958.48,USD
BK10319,2025-02-11 00:00:00,Customer 055,Central ,DataConnect,New License,Luis Ortega,116375.1,EUR
BK10382,2025-02-20 00:00:00,Customer 106,South,AnalyticsAddon,New License,Anna Kowalski,58068.79,EUR
BK10130,08/08/2024,Customer 114,South,DataConnect,Support,Anna Kowalski,149453.2,USD
BK10327,2024-01-13 00:00:00,Customer 061,west ,DataConnect,Renewal,Maria Garcia,34676.09,BRL
BK10192,2024-02-26 00:00:00,Customer 039,East ,AnalyticsAddon,Support,John Smith,168448.6,USD
BK10383,2024-05-18 00:00:00,Customer 025,East ,CorePlatform,Renewal,John Smith,8853.57,USD
BK10187,03/31/2025,Customer 086,east,CorePlatform,Support,Tom Becker,160765.71,CAD
BK10063,2024-01-20,Customer 029,East,CorePlatform,New License,Tom Becker,171081.28,USD
BK10025,02/14/2025,Customer 049,East,DataConnect,Support,John Smith,166993.7,INR
BK10258,2024-06-01 00:00:00,Customer 080,West,SecuritySuite,Support,Maria Garcia,50316.48,USD
BK10361,2024-06-19 00:00:00,Customer 113,SOUTH,SecuritySuite,Services,Anna Kowalski,20952.86,EUR
BK10011,2024-04-22 00:00:00,Customer 102,West,DataConnect,New License,Maria Garcia,71103.81,EUR
BK10108,04/21/2025,Customer 010,central,SecuritySuite,Support,Wei Chen,116092.15,EUR
BK10067,2024-05-03 00:00:00,Customer 069,EAST,SecuritySuite,New License,Tom Becker,92555.06,USD
BK10114,06/17/2024,Customer 104,central,SecuritySuite,New License,Luis Ortega,85894.66,USD
BK10116,09/25/2024,Customer 014,south,AnalyticsAddon,Services,Anna Kowalski,7429.36,CAD
BK10380,2024-11-06 00:00:00,Customer 108,central,CorePlatform,Renewal,Luis Ortega,26786.24,BRL
BK10388,2024-01-09 00:00:00,Customer 078,west ,SecuritySuite,Services,Sara Cohen,161500.49,CAD
BK10084,2025-04-09 00:00:00,Customer 119,east,AnalyticsAddon,Services,John Smith,23315.41,USD
BK10096,05/09/2025,Customer 059,south,AnalyticsAddon,Services,Priya Sharma,36738.04,EUR
BK10183,2025-01-10 00:00:00,Customer 073,Central,AnalyticsAddon,Services,Luis Ortega,170941.76,USD
BK10090,04/17/2024,Customer 053,West,DataConnect,Support,Sara Cohen,120277.29,EUR
BK10175,2025-05-05,Customer 009,West,DataConnect,New License,Maria Garcia,54939.34,USD
BK10068,2025-03-06 00:00:00,Customer 056,SOUTH,DataConnect,Renewal,Priya Sharma,80081.22,INR
BK10398,2024-06-03 00:00:00,Customer 044,west ,DataConnect,Renewal,Maria Garcia,58999.87,GBP
BK10172,2024-03-28,Customer 068,Central ,CorePlatform,Services,Wei Chen,157579.66,USD
BK10268,06/06/2024,Customer 047,South,CorePlatform,New License,Anna Kowalski,169903.96,EUR
BK10305,2024-12-11 00:00:00,Customer 101,west ,CorePlatform,New License,Sara Cohen,20624.73,INR
BK10266,2024-10-06,Customer 030,SOUTH,DataConnect,Services,Anna Kowalski,35875.6,EUR
BK10233,02/29/2024,Customer 093,South,DataConnect,Support,Anna Kowalski,147512.22,INR
BK10148,2024-07-21,Customer 098,West,CorePlatform,Renewal,Maria Garcia,171378.71,GBP
BK10152,02/12/2024,Customer 042,south,DataConnect,Renewal,Priya Sharma,172516.86,EUR
BK10023,2024-05-23,Customer 036,SOUTH,AnalyticsAddon,New License,Priya Sharma,81434.14,CAD
BK10033,2025-06-25,Customer 120,East,AnalyticsAddon,Support,Tom Becker,23430.87,USD
BK10085,2024-06-01 00:00:00,Customer 010,Central,AnalyticsAddon,Support,Wei Chen,108322.79,INR
BK10156,06/02/2024,Customer 075,Central ,AnalyticsAddon,Support,Wei Chen,57911.02,GBP
BK10301,2024-05-15 00:00:00,Customer 092,west ,AnalyticsAddon,Services,Maria Garcia,89634.19,EUR
BK10257,2024-01-18 00:00:00,Customer 003,Central ,DataConnect,Renewal,Luis Ortega,21941.91,USD
BK10385,2025-05-15 00:00:00,Customer 112,SOUTH,SecuritySuite,Support,Priya Sharma,31941.91,CAD
BK10052,2024-01-06 00:00:00,Customer 029,East ,DataConnect,New License,Tom Becker,101660.83,CAD
BK10393,2025-03-04 00:00:00,Customer 095,South,AnalyticsAddon,Support,Anna Kowalski,131599.33,USD
BK10159,12/15/2024,Customer 029,South,AnalyticsAddon,New License,Priya Sharma,55355.2,INR
BK10176,07/23/2024,Customer 120,east,DataConnect,Services,Tom Becker,47836.54,INR
BK10355,05/25/2024,Customer 010,east,DataConnect,New License,Tom Becker,62571.31,USD
BK10115,08/19/2024,Customer 012,SOUTH,CorePlatform,Support,Anna Kowalski,97973.3,EUR
BK10127,2024-02-14 00:00:00,Customer 083,Central,CorePlatform,Services,Luis Ortega,152971.84,EUR
BK10320,06/05/2024,Customer 040,Central,AnalyticsAddon,Renewal,Wei Chen,97941.06,USD
BK10384,2025-01-04,Customer 048,west ,DataConnect,New License,Sara Cohen,123567.86,USD
BK10346,06/01/2024,Customer 083,east,DataConnect,Services,John Smith,159251.81,EUR
BK10009,2024-11-18 00:00:00,Customer 051,West,DataConnect,Renewal,Sara Cohen,49883.79,USD
BK10097,2024-05-19 00:00:00,Customer 099,EAST,SecuritySuite,Support,Tom Becker,148237.26,USD
BK10271,2024-03-27 00:00:00,Customer 088,west ,AnalyticsAddon,Renewal,Maria Garcia,50598.66,USD
BK10164,2024-05-21 00:00:00,Customer 083,central,SecuritySuite,New License,Wei Chen,128917.97,EUR
BK10007,09/30/2024,Customer 069,East ,AnalyticsAddon,Services,John Smith,70163.61,BRL
BK10191,2025-04-05,Customer 017,south,AnalyticsAddon,Renewal,Anna Kowalski,79573.44,CAD
BK10374,05/09/2024,Customer 011,EAST,AnalyticsAddon,Renewal,Tom Becker,150637.14,USD
BK10102,2024-06-07,Customer 101,east,SecuritySuite,Services,Tom Becker,118021.09,CAD
BK10273,09/14/2024,Customer 077,West,AnalyticsAddon,Services,Sara Cohen,21934.11,USD
BK10019,2024-03-01 00:00:00,Customer 116,West,SecuritySuite,New License,Maria Garcia,94005.63,USD
BK10002,2024-07-22,Customer 058,south,SecuritySuite,New License,Priya Sharma,137308.9,USD
BK10196,10/23/2024,Customer 032,Central ,DataConnect,Support,Luis Ortega,83277.31,GBP
BK10244,2024-07-07,Customer 109,South,SecuritySuite,Renewal,Priya Sharma,145622.38,CAD
BK10210,04/22/2024,Customer 057,west ,DataConnect,Renewal,Maria Garcia,76093.94,USD
BK10206,12/07/2024,Customer 020,south,AnalyticsAddon,Support,Anna Kowalski,167852.27,USD
BK10219,2024-01-06 00:00:00,Customer 084,west ,DataConnect,Renewal,Sara Cohen,136796.26,USD
BK10324,10/02/2024,Customer 043,EAST,SecuritySuite,New License,John Smith,49542.09,BRL
BK10222,2024-04-19,Customer 059,Central ,DataConnect,Renewal,Luis Ortega,153637.57,EUR
BK10314,01/28/2025,Customer 041,Central,AnalyticsAddon,Support,Luis Ortega,117097.84,USD
BK10066,2025-01-19 00:00:00,Customer 010,south,AnalyticsAddon,New License,Priya Sharma,126403.16,USD
BK10045,2024-02-15,Customer 067,south,AnalyticsAddon,Support,Priya Sharma,79339.64,BRL
BK10390,01/18/2025,Customer 088,Central,DataConnect,New License,Luis Ortega,62522.21,USD
BK10250,2024-09-24 00:00:00,Customer 060,Central,DataConnect,Support,Luis Ortega,164836.5,USD
BK10081,2025-03-02 00:00:00,Customer 058,west ,SecuritySuite,Services,Sara Cohen,57052.3,GBP
BK10391,2024-11-28,Customer 084,Central ,SecuritySuite,Renewal,Luis Ortega,29537.49,INR
BK10295,10/22/2024,Customer 073,West,DataConnect,New License,Sara Cohen,104370.39,USD
BK10086,2024-10-22 00:00:00,Customer 060,south,SecuritySuite,Services,Priya Sharma,169853.69,EUR
BK10396,2025-03-06,Customer 034,Central ,SecuritySuite,Services,Luis Ortega,153664.86,EUR
BK10389,2025-04-15 00:00:00,Customer 060,central,DataConnect,New License,Wei Chen,4300.52,BRL
